cwe_id,name,type,score,relationship_count
613,Insufficient Session Expiration,base,4.329000000000001,0
178,Improper Handling of Case Sensitivity,base,3.757,0
202,Exposure of Sensitive Information Through Data Queries,base,3.6399999999999997,0
1289,Improper Validation of Unsafe Equivalence in Input,base,3.6399999999999997,0
201,Insertion of Sensitive Information Into Sent Data,Base,3.3163384704334096,0
471,Modification of Assumed-Immutable Data (MAID),base,3.055,0
352,Cross-Site Request Forgery (CSRF),compound,3.002,0
212,Improper Removal of Sensitive Information Before Storage or Transfer,Base,2.902031462011541,0
226,Sensitive Information in Resource Not Removed Before Reuse,Base,2.9004137637978786,0
1282,Assumed-Immutable Data is Stored in Writable Memory,base,2.8651999999999997,0
