cwe_id,name,type,score,relationship_count
79,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),base,5.031000000000001,0
434,Unrestricted Upload of File with Dangerous Type,base,5.031000000000001,0
183,Permissive List of Allowed Inputs,base,5.031000000000001,0
494,Download of Code Without Integrity Check,base,4.329000000000001,0
613,Insufficient Session Expiration,base,4.329000000000001,0
625,Permissive Regular Expression,base,3.6399999999999997,0
430,Deployment of Wrong Handler,base,3.6399999999999997,0
351,Insufficient Type Distinction,base,3.6399999999999997,0
78,Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection'),base,3.5671999999999997,0
352,Cross-Site Request Forgery (CSRF),compound,3.542,0
